title,doc_number,cust_ref,revision,discipline,class,subtype,source_sheet,discipline_inferred,score,top_weight,confidence,runner_up,runner_up_score
PIPING LAYOUT AREA –C2 GAS LIFT SINGLE COMPLETION OIL WELL SB-269,6569-20-200-D1362-132-01,14-71-13-1635,A,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C3 GAS LIFT SINGLE COMPLETION OIL WELL SB-269,6569-20-200-D1362-132-02,14-71-13-1635,A,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C6 GAS LIFT SINGLE COMPLETION OIL WELL SB-269,6569-20-200-D1362-132-03,14-71-13-1635,A,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C7 GAS LIFT SINGLE COMPLETION OIL WELL SB-269,6569-20-200-D1362-132-04,14-71-13-1635,A,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –A15 GAS LIFT : SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1362-133-01,14-71-13-1663,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –A16 GAS LIFT : SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1362-134-01,14-71-13-1663,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B9 GAS LIFT : SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1362-135-01,14-71-13-1664,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B10 GAS LIFT : SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1362-136-01,14-71-13-1664,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B11 GAS LIFT : SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1362-137-01,14-71-13-1664,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B12 GAS LIFT : SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1362-138-01,14-71-13-1664,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B13 GAS LIFT : SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1362-139-01,14-71-13-1664,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C3 GAS LIFT : SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1362-140-01,14-71-13-1665,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –A20 GAS LIFT : SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-141-01,14-71-13-1659,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B10 GAS LIFT SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-142-01,14-71-13-1660,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B13 GAS LIFT SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-143-01,14-71-13-1660,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B14 GAS LIFT SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-144-01,14-71-13-1660,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B17 GAS LIFT : SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-145-01,14-71-13-1660,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C4 GAS LIFT : SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-146-01,14-71-13-1661,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C8 GAS LIFT : SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-147-01,14-71-13-1661,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C11 GAS LIFT : SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-148-01,14-71-13-1661,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C11 GAS LIFT : SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1362-149-01,14-71-13-1661,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –A11 GAS LIFT COMPLETION OIL WELL SB-382,6569-20-200-D1362-150-01,14-71-13-1671,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –A15 GAS LIFT SINGLE COMPLETION OIL WELL SB-382,6569-20-200-D1362-151-01,14-71-13-1671,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA - C3 GAS LIFT SINGLE COMPLETION OIL WELL SB-382,6569-20-200-D1362-152-01,14-71-13-1673,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C4 GAS LIFT SINGLE COMPLETION OIL WELL SB-382,6569-20-200-D1362-153-01,14-71-13-1673,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –D1 GAS LIFT SINGLE COMPLETION OIL WELL SB-382,6569-20-200-D1362-154-01,14-71-13-1674,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPPIN LAYOUT AREA –D5 GAS LIFT SINGLE COMPLETION OIL WELL SB-382,6569-20-200-D1362-155-01,14-71-13-1674,,PIPNG,Drawings,Drawings,package b schdule.xls,,5,5,high,CRS,0
PIPING LAYOUT AREA –D6 GAS LIFT SINGLE COMPLETION OIL WELL SB-382,6569-20-200-D1362-156-01,14-71-13-1674,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –D10 GAS LIFT SINGLE COMPLETION OIL WELL SB-382,6569-20-200-D1362-157-01,14-71-13-1674,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –A12 GAS LIFT SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-158-01,14-71-13-1675,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA-A16 GAS LIFT: SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-159-01,14-71-13-1675,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA-A20 GAS LIFT : SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-160-01,14-71-13-1675,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –B9 GAS LIFT : SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-161-01,14-71-13-1676,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA –C3 GAS LIFT SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-162-01,14-71-13-1677,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA – C4 GAS LIFT SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-163-01,14-71-13-1677,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA – C7 GAS LIFT SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-164-01,14-71-13-1677,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA – C11 GAS LIFT : SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-165-01,14-71-13-1677,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
PIPING LAYOUT AREA - C12 GAS LIFT SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1362-166-01,14-71-13-1677,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-159 WELL,6569-20-200-D1378-001-01,14-71-41-1601,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT TERMINIATION DIAGRAMS (ASAB AREA SB-159 WELL),6569-20-200-D1378-003-01,14-71-47-1601,1,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT SB-159 WELL,6569-20-200-D1378-004-01,14-71-49-1771,1,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-159 WELL,6569-20-200-D1378-005-01,14-71-49-1601,,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT SB-159 WELL,6569-20-200-D1378-006-01,14-71-44-1601,B,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE & GAS DETECTOR LAYOUT SB-159 WELL,6569-20-200-D1378-007-01,14-71-45-1601,1,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS (DCS/ESD & F&G SIGNALS) ASAB AREA SB-413 WELL,6569-20-200-D1378-008-01,14-71-41-1602,A,INST,Drawings,Drawings,package b schdule.xls,HSE,4,4,medium,CRS,0
INSTRUMENT TERMINATION DIAGRAMS (ASAB AREA SB-413 WELL),6569-20-200-D1378-010-01,14-71-47-1602,1,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -   SB-413 WELL,6569-20-200-D1378-011-01,14-71-49-1602,A,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -   SB-413 WELL,6569-20-200-D1378-012-01,14-71-49-1627,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -   SB-413 WELL,6569-20-200-D1378-013-01,14-71-44-1602,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SB-413 WELL,6569-20-200-D1378-014-01,14-71-45-1602,1,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-415 WELL,6569-20-200-D1378-015-01,14-71-41-1603,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT TERMINATION DIAGRAMS (ASAB AREA SB-415 WELL),6569-20-200-D1378-017-01,14-71-47-1603,1,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-415 WELL,6569-20-200-D1378-018-01,14-71-49-1773,1,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM (ASAB AREA SB-415 WELL) (IVC SHARING WITH SB-410 WELL),6569-20-200-D1378-019-01,14-71-49-1628,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-415 WELL,6569-20-200-D1378-020-01,14-71-44-1603,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SB-415 WELL,6569-20-200-D1378-021-01,14-71-45-1603,B,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-403 WELL,6569-20-200-D1378-022-01,14-71-41-1604,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT TERMINATION DIAGAMS(ASAB AREA SB-403 WELL),6569-20-200-D1378-024-01,14-71-47-1604,1,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-403 WELL,6569-20-200-D1378-025-01,14-71-49-1774,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM (ASAB AREA SB-403 WELL ) (IVC SHARING WITH SB-324 WELL),6569-20-200-D1378-026-01,14-71-49-1629,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-403 WELL,6569-20-200-D1378-027-01,14-71-44-1604,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-403 WELL,6569-20-200-D1378-028-01,14-71-45-1604,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS (DCS/ESD & F&G SIGNALS (ASAB AREA SB-394 WELL),6569-20-200-D1378-029-01,14-71-41-1605,A,INST,Drawings,Drawings,package b schdule.xls,HSE,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS-  SB-394 WELL,6569-20-200-D1378-031-01,14-71-47-1605,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT -  SB-394 WELL,6569-20-200-D1378-032-01,14-71-49-1775,A,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM-  SB-394 WELL,6569-20-200-D1378-033-01,14-71-49-1630,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT-  SB-394 WELL,6569-20-200-D1378-034-01,14-71-44-1605,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE & GAS DETECTOR LAYOUT SB-394 WELL,6569-20-200-D1378-035-01,14-71-45-1605,B,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS-  SB-410 WELL,6569-20-200-D1378-036-01,14-71-41-1606,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT TERMINATION DIAGRAMS (ASAB AREA SB-410 WELL),6569-20-200-D1378-038-01,14-71-47-1606,1,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT CABLE ROUTING / TRENCH LAYOUT SB-410 WELL,6569-20-200-D1378-039-01,14-71-49-1776,1,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM (ASAB AREA SB-410 WELL (IVC SHARING WITH SB-415 WELL),6569-20-200-D1378-040-01,14-71-49-1631,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT-  SB-410 WELL,6569-20-200-D1378-041-01,14-71-44-1606,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT-  SB-410 WELL,6569-20-200-D1378-042-01,14-71-45-1606,1,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS (DCS/ESD & F&G SIGNALS) (ASAB AREA SB-381 WELL),6569-20-200-D1378-043-01,14-71-41-1607,A,INST,Drawings,Drawings,package b schdule.xls,HSE,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-381 WELL,6569-20-200-D1378-045-01,14-71-47-1607,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-381 WELL,6569-20-200-D1378-046-01,14-71-49-1777,B,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM (ASAB AREA SB-381 WELL (IVC SHARING WITH SB-269 WELL),6569-20-200-D1378-047-01,14-71-49-1632,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-381 WELL,6569-20-200-D1378-048-01,14-71-44-1607,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE & GAS DETECTOR LAYOUT SB-381 WELL,6569-20-200-D1378-049-01,14-71-45-1607,B,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS (DCS/ESD & F&G SIGNALS) ASAB AREA SB-269 WELL,6569-20-200-D1378-050-01,14-71-41-1608,A,INST,Drawings,Drawings,package b schdule.xls,HSE,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-269 WELL,6569-20-200-D1378-052-01,14-71-47-1608,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-269 WELL,6569-20-200-D1378-053-01,14-71-49-1778,A,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM (ASAB AREA SB-269 WELL (IVC SHARING WITH SB-381 WELL),6569-20-200-D1378-054-01,14-71-49-1633,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT SB-269 WEL,6569-20-200-D1378-055-01,14-71-44-1608,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-269 WELL,6569-20-200-D1378-056-01,14-71-45-1608,A,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS (DCS/ESD & F&G SIGNALS) (ASAB AREA SB-352 WELL),6569-20-200-D1378-057-01,14-71-41-1609,A,INST,Drawings,Drawings,package b schdule.xls,HSE,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS  - SB-352 WELL,6569-20-200-D1378-059-01,14-71-47-1609,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT SB-352 WELL,6569-20-200-D1378-060-01,14-71-49-1779,B,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM (ASAB AREA SB-352 WELL),6569-20-200-D1378-061-01,14-71-49-1634,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT SB-352 WELL,6569-20-200-D1378-062-01,14-71-44-1609,B,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL  - SB-352 WELL,6569-20-200-D1378-063-01,14-71-45-1609,A,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS- SB-016 WELL,6569-20-200-D1378-066-01,14-71-47-1610,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT SB-016 WELL,6569-20-200-D1378-067-01,14-71-49-1780,B,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM- SB-016 WELL,6569-20-200-D1378-068-01,14-71-49-1635,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT- SB-016 WELL,6569-20-200-D1378-069-01,14-71-44-1610,B,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SB-016 WELL,6569-20-200-D1378-070-01,14-71-45-1610,B,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS (DCS/ESD & F&G SIGNALS (ASAB AREA SB-376 WELL),6569-20-200-D1378-071-01,14-71-41-1611,A,INST,Drawings,Drawings,package b schdule.xls,HSE,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-376 WELL,6569-20-200-D1378-073-01,14-71-47-1611,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-376 WELL,6569-20-200-D1378-074-01,14-71-49-1781,A,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-376 WELL,6569-20-200-D1378-075-01,14-71-49-1636,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-376 WELL,6569-20-200-D1378-076-01,14-71-44-1611,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-376 WELL,6569-20-200-D1378-077-01,14-71-45-1611,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS (DCS & ESD & F&G SIGNALS)SB-386 WELL,6569-20-200-D1378-078-01,14-71-41-1612,,INST,Drawings,Drawings,package b schdule.xls,HSE,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS SB-386 WELL,6569-20-200-D1378-080-01,14-71-47-1612,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  SB-386 WELL,6569-20-200-D1378-081-01,14-71-49-1782,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM SB-386 WELL,6569-20-200-D1378-082-01,14-71-49-1637,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT SB-386 WELL,6569-20-200-D1378-083-01,14-71-44-1612,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL SB-386 WELL,6569-20-200-D1378-084-01,14-71-45-1612,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS-  SB-380 WELL,6569-20-200-D1378-085-01,14-71-41-1613,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS-  SB-380 WELL,6569-20-200-D1378-087-01,14-71-47-1613,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT -  SB-380 WELL,6569-20-200-D1378-088-01,14-71-49-1783,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM-  SB-380 WELL,6569-20-200-D1378-089-01,14-71-49-1638,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT-  SB-380 WELL,6569-20-200-D1378-090-01,14-71-44-1613,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL-  SB-380 WELL,6569-20-200-D1378-091-01,14-71-45-1613,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS-  SB-324 WELL,6569-20-200-D1378-092-01,14-71-41-1614,A,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS-  SB-324 WELL,6569-20-200-D1378-094-01,14-71-47-1614,1,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT -  SB-324 WELL,6569-20-200-D1378-095-01,14-71-49-1784,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM (ASAB AREA SB-324 WELL (IVC SHARING WITH SB-403 WELL),6569-20-200-D1378-096-01,14-71-49-1639,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT-  SB-324 WELL,6569-20-200-D1378-097-01,14-71-44-1614,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL-  SB-324 WELL,6569-20-200-D1378-098-01,14-71-45-1614,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-365 WELL,6569-20-200-D1378-099-01,14-71-41-1615,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-365 WELL,6569-20-200-D1378-101-01,14-71-47-1615,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-365 WELL,6569-20-200-D1378-102-01,14-71-49-1785,A,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-365 WELL,6569-20-200-D1378-103-01,14-71-49-1640,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-365 WELL,6569-20-200-D1378-104-01,14-71-44-1615,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-365 WELL,6569-20-200-D1378-105-01,14-71-45-1615,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-363 WELL,6569-20-200-D1378-106-01,14-71-41-1616,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-363 WELL,6569-20-200-D1378-108-01,14-71-47-1616,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
