title,doc_number,cust_ref,revision,discipline,class,subtype,source_sheet,discipline_inferred,score,top_weight,confidence,runner_up,runner_up_score
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT SB-363 WELL,6569-20-200-D1378-109-01,14-71-49-1786,A,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-363 WELL,6569-20-200-D1378-110-01,14-71-49-1641,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-363 WELL,6569-20-200-D1378-111-01,14-71-44-1616,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-363 WELL,6569-20-200-D1378-112-01,14-71-45-1616,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-382 WELL,6569-20-200-D1378-113-01,14-71-41-1617,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-382 WELL,6569-20-200-D1378-115-01,14-71-47-1617,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-382 WELL,6569-20-200-D1378-116-01,14-71-49-1787,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-382 WELL,6569-20-200-D1378-117-01,14-71-49-1642,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-382 WELL,6569-20-200-D1378-118-01,14-71-44-1617,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-382 WELL,6569-20-200-D1378-119-01,14-71-45-1617,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-384 WELL,6569-20-200-D1378-120-01,14-71-41-1618,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-384 WELL,6569-20-200-D1378-122-01,14-71-47-1618,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT SB-384 WELL,6569-20-200-D1378-123-01,14-71-49-1788,A,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-384 WELL,6569-20-200-D1378-124-01,14-71-49-1643,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-384 WELL,6569-20-200-D1378-125-01,14-71-44-1618,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SB-384 WELL,6569-20-200-D1378-126-01,14-71-45-1618,A,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS-  SB-330 WELL,6569-20-200-D1378-127-01,14-71-41-1619,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS-  SB-330 WELL,6569-20-200-D1378-129-01,14-71-47-1619,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT -  SB-330 WELL,6569-20-200-D1378-130-01,14-71-49-1789,A,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM-  SB-330 WELL,6569-20-200-D1378-131-01,14-71-49-1644,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT SB-330 WELL,6569-20-200-D1378-132-01,14-71-44-1619,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SB-330 WELL,6569-20-200-D1378-133-01,14-71-45-1619,A,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS-  SB-310 WELL,6569-20-200-D1378-134-01,14-71-41-1620,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS-  SB-310 WELL,6569-20-200-D1378-136-01,14-71-47-1620,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT -  SB-310 WELL,6569-20-200-D1378-137-01,14-71-49-1790,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM-  SB-310 WELL,6569-20-200-D1378-138-01,14-71-49-1645,A,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT-  SB-310 WELL,6569-20-200-D1378-139-01,14-71-44-1620,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL-  SB-310 WELL,6569-20-200-D1378-140-01,14-71-45-1620,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-302 WELL,6569-20-200-D1378-141-01,14-71-41-1621,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-302 WELL,6569-20-200-D1378-143-01,14-71-47-1621,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-302 WELL,6569-20-200-D1378-144-01,14-71-49-1791,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-302 WELL,6569-20-200-D1378-145-01,14-71-49-1646,,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-302 WELL,6569-20-200-D1378-146-01,14-71-44-1621,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-302 WELL,6569-20-200-D1378-147-01,14-71-45-1621,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-170 WELL,6569-20-200-D1378-148-01,14-71-41-1622,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-170 WELL,6569-20-200-D1378-150-01,14-71-47-1622,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-170 WELL,6569-20-200-D1378-151-01,14-71-49-1792,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-170 WELL,6569-20-200-D1378-152-01,14-71-49-1647,,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-170 WELL,6569-20-200-D1378-153-01,14-71-44-1622,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-170 WELL,6569-20-200-D1378-154-01,14-71-45-1622,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS-  SB-395 WELL,6569-20-200-D1378-155-01,14-71-41-1623,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS-  SB-395 WELL,6569-20-200-D1378-157-01,14-71-47-1623,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT -  SB-395 WELL,6569-20-200-D1378-158-01,14-71-49-1793,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM-  SB-395 WELL,6569-20-200-D1378-159-01,14-71-49-1648,,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT-  SB-395 WELL,6569-20-200-D1378-160-01,14-71-44-1623,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL-  SB-395 WELL,6569-20-200-D1378-161-01,14-71-45-1623,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-489 WELL,6569-20-200-D1378-162-01,14-71-41-1624,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-489 WELL,6569-20-200-D1378-164-01,14-71-47-1624,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-489 WELL,6569-20-200-D1378-165-01,14-71-49-1794,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-489 WELL,6569-20-200-D1378-166-01,14-71-49-1649,,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-489 WELL,6569-20-200-D1378-167-01,14-71-44-1624,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-489 WELL,6569-20-200-D1378-168-01,14-71-45-1624,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOOP DRAWINGS -  SB-327 WELL,6569-20-200-D1378-169-01,14-71-41-1625,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT JB INTERCONNECTION / TERMINATION DRAWINGS -  SB-327 WELL,6569-20-200-D1378-171-01,14-71-47-1625,,INST,Drawings,Drawings,package b schdule.xls,INST,4,4,medium,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT  -  SB-327 WELL,6569-20-200-D1378-172-01,14-71-49-1795,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM -  SB-327 WELL,6569-20-200-D1378-173-01,14-71-49-1650,,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT DEMOLITION LAYOUT -  SB-327 WELL,6569-20-200-D1378-174-01,14-71-44-1625,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SINGLE COMPLETION GAS LIFT WELL -  SB-327 WELL,6569-20-200-D1378-175-01,14-71-45-1625,,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-159 WELL,6569-20-200-D1378-176-01,14-71-44-1751,1,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-413 WELL,6569-20-200-D1378-177-01,14-71-44-1752,1,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-415 WELL,6569-20-200-D1378-178-01,14-71-44-1753,1,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-403 WELL,6569-20-200-D1378-179-01,14-71-44-1754,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-394 WELL,6569-20-200-D1378-180-01,14-71-44-1755,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-410 WELL,6569-20-200-D1378-181-01,14-71-44-1756,1,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-381 WELL,6569-20-200-D1378-182-01,14-71-44-1757,B,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-269 WELL,6569-20-200-D1378-183-01,14-71-44-1758,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT SB-352 WELL,6569-20-200-D1378-184-01,14-71-44-1759,1,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-016 WELL,6569-20-200-D1378-185-01,14-71-44-1760,B,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT SB-376 WELL,6569-20-200-D1378-186-01,14-71-44-1761,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-386 WELL,6569-20-200-D1378-187-01,14-71-44-1762,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-380 WELL,6569-20-200-D1378-188-01,14-71-44-1763,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-324 WELL,6569-20-200-D1378-189-01,14-71-44-1764,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-365 WELL,6569-20-200-D1378-190-01,14-71-44-1765,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT SB-383 WELL,6569-20-200-D1378-191-01,14-71-44-1766,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-382 WELL,6569-20-200-D1378-192-01,14-71-44-1767,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-384 WELL,6569-20-200-D1378-193-01,14-71-44-1768,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION  LAYOUT SB-330 WELL,6569-20-200-D1378-194-01,14-71-44-1769,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-310 WELL,6569-20-200-D1378-195-01,14-71-44-1770,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-302 WELL,6569-20-200-D1378-196-01,14-71-44-1771,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-170 WELL,6569-20-200-D1378-197-01,14-71-44-1772,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-395 WELL,6569-20-200-D1378-198-01,14-71-44-1773,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT SB-489 WELL,6569-20-200-D1378-199-01,14-71-44-1774,A,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT - SB-327 WELL,6569-20-200-D1378-200-01,14-71-44-1775,,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT CABLE ROUTING / TRENCH LAYOUT  -  RDS-2,6569-20-200-D1378-201-01,14-12-49-1630,,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT DEMOLITION LAYOUT SB-098 WELL,6569-20-200-D1378-202-01,14-71-44-1626,2,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOU SB-098 WELL,6569-20-200-D1378-203-01,14-71-44-1776,2,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE & GAS DETECTOR LAYOUT SB-098 WELL,6569-20-200-D1378-204-01,14-71-45-1626,1,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT SB-098 WELL,6569-20-200-D1378-205-01,14-71-49-1796,2,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT DEMOLITION LAYOUT SB-018 WELL,6569-20-200-D1378-206-01,14-71-44-1627,2,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING/TRENCH LAYOUT SB-018 WELL,6569-20-200-D1378-207-01,14-71-49-1797,2,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT DEMOLITION LAYOUT SB-179 WELL,6569-20-200-D1378-208-01,14-71-44-1628,1,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT LOCATION LAYOUT SB-179 WELL,6569-20-200-D1378-209-01,14-71-44-1778,1,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
FIRE AND GAS DETECTOR LAYOUT SB-018 WELL,6569-20-200-D1378-210-01,14-71-45-1627,1,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING / TRENCH LAYOUT SB-179 WELL,6569-20-200-D1378-211-01,14-71-49-1798,1,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
FIRE & GAS DETECTOR LAYOUT SB-179 WELL,6569-20-200-D1378-212-01,14-71-45-1628,1,INST,Drawings,Drawings,package b schdule.xls,HSE,5,5,high,CRS,0
INSTRUMENT CABLE SCHEDULE  (ASAB AREA SB-179 WELL),6569-20-200-D1378-213-01,14-71-48-1753,1,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
TYPICAL INSTRUMENT INSTALLATION DETAILS,6569-20-200-D1378-214-01,30-99-46-1601,1,INST,Drawings,Drawings,package b schdule.xls,INST,4,2,low,CRS,0
INSTRUMENT CABLE BLOCK DIAGRAM (ASAB AREA SB- 159 WELL),6569-20-200-D1378-215-01,14-71-49-1626,1,INST,Drawings,Drawings,package b schdule.xls,INST,8,4,medium,CRS,0
INSTRUMENT LOCATION LAYOUT SB-018 WELL,6569-20-200-D1378-216-01,14-71-44-1777,2,INST,Drawings,Drawings,package b schdule.xls,INST,5,5,high,CRS,0
INSTRUMENT AND TELECOM CABLE ROUTING/ TRENCH LAYOUT SB-413 WELL,6569-20-200-D1378-217-01,14-71-49-1772,1,INST,Drawings,Drawings,package b schdule.xls,INST,9,5,high,CRS,0
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-091 WELL),6569-20-200-D1378-218-01,29-71-49-1727,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-094 WELL),6569-20-200-D1378-219-01,29-71-49-1732,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-096 WELL),6569-20-200-D1378-220-01,29-71-49-1735,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
GENERAL ARRANGEMENT PIPING SECTION – B SINGLE COMPLETION PRODUCTION OIL WELL QW-044 QUSAHWIRA FIELD,6569-20-200-D1378-221-01,58-71-21-1622,,PIPNG,Drawings,Drawings,package b schdule.xls,PIPNG,9,5,high,CRS,0
HAZARDOUS AREA LAYOUT- GAS LIFT WELLS (TYPICAL),6569-20-200-D1380-001-01,14-71-01-1602,,ELEC,Drawings,Drawings,package b schdule.xls,,10,5,high,CRS,0
SOLAR SYSTEM SIZING - GAS LIFT WELL,6569-20-200-D1381-001-01,14-71-67-1602,,ELEC,Documents,Calculations,package b schdule.xls,,3,3,medium,CRS,0
SINGLE LINE DIAGRAM OF SOLAR POWER SYSTEM GAS LIFT WELL,6569-20-200-D1381-002-01,14-71-56-1601,,ELEC,Drawings,Drawings,package b schdule.xls,,8,4,medium,CRS,0
RESIDUAL ENGINEERING GAS LIFT WELL,6569-20-200-D1381-003-01,,,ELEC,Documents,Documents,package b schdule.xls,,4,4,medium,CRS,0
RESIDUAL ENGINEERING WD WELL,6569-20-200-D1381-004-01,,,ELEC,Documents,Documents,package b schdule.xls,,4,4,medium,CRS,0
RESIDUAL ENGINEERING ACTIVITY FOR GL WELLS CONSTRUCTION ONLY,6569-20-200-D1381-005-01,,,ELEC,Documents,Documents,package b schdule.xls,,4,4,medium,CRS,0
RESIDUAL ENGINEERING ACTIVITY FOR WDW WELLS CONSTRUCTION ONLY,6569-20-200-D1381-006-01,,,ELEC,Documents,Documents,package b schdule.xls,,4,4,medium,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-159,6569-20-200-D1382-001-01,14-71-59-1601,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-413,6569-20-200-D1382-002-01,14-71-59-1602,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-415,6569-20-200-D1382-003-01,14-71-59-1603,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-403,6569-20-200-D1382-004-01,14-71-59-1604,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-394,6569-20-200-D1382-005-01,14-71-59-1605,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-410,6569-20-200-D1382-006-01,14-71-59-1606,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-381,6569-20-200-D1382-007-01,14-71-59-1607,B,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-269,6569-20-200-D1382-008-01,14-71-59-1608,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-352,6569-20-200-D1382-009-01,14-71-59-1609,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-016,6569-20-200-D1382-010-01,14-71-59-1610,B,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-333,6569-20-200-D1382-011-01,14-71-59-1611,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-376,6569-20-200-D1382-012-01,14-71-59-1612,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-386,6569-20-200-D1382-013-01,14-71-59-1613,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-365,6569-20-200-D1382-014-01,14-71-59-1614,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-324,6569-20-200-D1382-015-01,14-71-59-1615,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-363,6569-20-200-D1382-016-01,14-71-59-1616,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-382,6569-20-200-D1382-017-01,14-71-59-1617,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-384,6569-20-200-D1382-018-01,14-71-59-1618,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-330,6569-20-200-D1382-019-01,14-71-59-1619,A,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-310,6569-20-200-D1382-020-01,14-71-59-1620,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-302,6569-20-200-D1382-021-01,14-71-59-1621,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-170,6569-20-200-D1382-022-01,14-71-59-1622,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
ELECTRICAL CABLE ROUTING / TRENCH LAYOUT WELLHEAD GAS LIFT SINGLE COMPLETION OIL WELL SB-395,6569-20-200-D1382-023-01,14-71-59-1623,,ELEC,Drawings,Drawings,package b schdule.xls,,9,5,high,CRS,0
